#,Date-Time (MST/MDT),Ch: 1 - Temperature   (°C),Host Connected,End of File
67,10/19/2022 11:38:07,13.98,,
68,10/19/2022 11:41:07,13.94,,
69,10/19/2022 11:44:07,13.30,,
70,10/19/2022 11:47:07,13.38,,
71,10/19/2022 11:50:07,13.73,,
72,10/19/2022 11:53:07,13.47,,
73,10/19/2022 11:56:07,14.28,,
74,10/19/2022 11:59:07,14.15,,
75,10/19/2022 12:02:07,13.55,,
76,10/19/2022 12:05:07,14.45,,
77,10/19/2022 12:08:07,14.41,,
78,10/19/2022 12:11:07,14.80,,
79,10/19/2022 12:14:07,14.67,,
80,10/19/2022 12:17:07,13.77,,
81,10/19/2022 12:20:07,15.18,,
82,10/19/2022 12:23:07,15.61,,
83,10/19/2022 12:26:07,16.04,,
84,10/19/2022 12:29:07,15.87,,
85,10/19/2022 12:32:07,15.18,,
86,10/19/2022 12:35:07,15.23,,
87,10/19/2022 12:38:07,16.04,,
88,10/19/2022 12:41:07,16.56,,
89,10/19/2022 12:44:07,16.56,,
90,10/19/2022 12:47:07,17.50,,
91,10/19/2022 12:50:07,16.17,,
92,10/19/2022 12:53:07,16.56,,
93,10/19/2022 12:56:07,15.61,,
94,10/19/2022 12:59:07,16.86,,
95,10/19/2022 13:02:07,16.30,,
96,10/19/2022 13:05:07,17.07,,
97,10/19/2022 13:08:07,16.81,,
98,10/19/2022 13:11:07,16.90,,
99,10/19/2022 13:14:07,17.54,,
100,10/19/2022 13:17:07,19.05,,
101,10/19/2022 13:20:07,18.14,,
102,10/19/2022 13:23:07,18.19,,
103,10/19/2022 13:26:07,18.06,,
104,10/19/2022 13:29:07,19.17,,
105,10/19/2022 13:32:07,19.65,,
106,10/19/2022 13:35:07,20.12,,
107,10/19/2022 13:38:07,19.95,,
108,10/19/2022 13:41:07,20.12,,
109,10/19/2022 13:44:07,19.56,,
110,10/19/2022 13:47:07,20.25,,
111,10/19/2022 13:50:07,19.09,,
112,10/19/2022 13:53:07,18.06,,
113,10/19/2022 13:56:07,19.17,,
114,10/19/2022 13:59:07,19.22,,
115,10/19/2022 14:02:07,19.86,,
116,10/19/2022 14:05:07,20.63,,
117,10/19/2022 14:08:07,19.69,,
118,10/19/2022 14:11:07,19.22,,
119,10/19/2022 14:14:07,19.65,,
120,10/19/2022 14:17:07,19.86,,
121,10/19/2022 14:20:07,20.25,,
122,10/19/2022 14:23:07,20.63,,
123,10/19/2022 14:26:07,21.23,,
124,10/19/2022 14:29:07,22.22,,
125,10/19/2022 14:32:07,22.13,,
126,10/19/2022 14:35:07,20.72,,
127,10/19/2022 14:38:07,20.93,,
128,10/19/2022 14:41:07,21.49,,
129,10/19/2022 14:44:07,20.63,,
130,10/19/2022 14:47:07,20.89,,
131,10/19/2022 14:50:07,21.53,,
132,10/19/2022 14:53:07,21.66,,
133,10/19/2022 14:56:07,21.83,,
134,10/19/2022 14:59:07,21.75,,
135,10/19/2022 15:02:07,21.49,,
136,10/19/2022 15:05:07,21.32,,
137,10/19/2022 15:08:07,21.79,,
138,10/19/2022 15:11:07,22.35,,
139,10/19/2022 15:14:07,21.70,,
140,10/19/2022 15:17:07,22.22,,
141,10/19/2022 15:20:07,21.70,,
142,10/19/2022 15:23:07,22.22,,
143,10/19/2022 15:26:07,22.43,,
144,10/19/2022 15:29:07,22.48,,
145,10/19/2022 15:32:07,21.79,,
146,10/19/2022 15:35:07,21.53,,
147,10/19/2022 15:38:07,21.75,,
148,10/19/2022 15:41:07,21.79,,
149,10/19/2022 15:44:07,21.79,,
150,10/19/2022 15:47:07,21.83,,
151,10/19/2022 15:50:07,21.75,,
152,10/19/2022 15:53:07,21.40,,
153,10/19/2022 15:56:07,21.58,,
154,10/19/2022 15:59:07,21.32,,
155,10/19/2022 16:02:07,21.96,,
156,10/19/2022 16:05:07,21.79,,
157,10/19/2022 16:08:07,21.49,,
158,10/19/2022 16:11:07,21.70,,
159,10/19/2022 16:14:07,22.01,,
160,10/19/2022 16:17:07,21.62,,
161,10/19/2022 16:20:07,21.32,,
162,10/19/2022 16:23:07,21.19,,
163,10/19/2022 16:26:07,21.15,,
164,10/19/2022 16:29:07,21.32,,
165,10/19/2022 16:32:07,21.10,,
166,10/19/2022 16:35:07,20.85,,
167,10/19/2022 16:38:07,20.93,,
168,10/19/2022 16:41:07,21.15,,
169,10/19/2022 16:44:07,20.63,,
170,10/19/2022 16:47:07,20.68,,
171,10/19/2022 16:50:07,20.42,,
172,10/19/2022 16:53:07,20.50,,
173,10/19/2022 16:56:07,20.33,,
174,10/19/2022 16:59:07,20.55,,
175,10/19/2022 17:02:07,20.63,,
176,10/19/2022 17:05:07,20.33,,
177,10/19/2022 17:08:07,20.12,,
178,10/19/2022 17:11:07,19.99,,
179,10/19/2022 17:14:07,19.86,,
180,10/19/2022 17:17:07,19.47,,
181,10/19/2022 17:20:07,19.47,,
182,10/19/2022 17:23:07,19.39,,
183,10/19/2022 17:26:07,18.96,,
184,10/19/2022 17:29:07,18.70,,
185,10/19/2022 17:32:07,18.32,,
186,10/19/2022 17:35:07,18.10,,
187,10/19/2022 17:38:07,17.93,,
188,10/19/2022 17:41:07,17.80,,
189,10/19/2022 17:44:07,17.72,,
190,10/19/2022 17:47:07,17.63,,
191,10/19/2022 17:50:07,17.33,,
192,10/19/2022 17:53:07,17.07,,
193,10/19/2022 17:56:07,16.77,,
194,10/19/2022 17:59:07,16.56,,
195,10/19/2022 18:02:07,16.39,,
196,10/19/2022 18:05:07,16.17,,
197,10/19/2022 18:08:07,15.96,,
198,10/19/2022 18:11:07,15.66,,
199,10/19/2022 18:14:07,15.40,,
200,10/19/2022 18:17:07,14.93,,
201,10/19/2022 18:20:07,14.63,,
202,10/19/2022 18:23:07,14.37,,
203,10/19/2022 18:26:07,13.81,,
204,10/19/2022 18:29:07,13.38,,
205,10/19/2022 18:32:07,13.25,,
206,10/19/2022 18:35:07,13.04,,
207,10/19/2022 18:38:07,13.12,,
208,10/19/2022 18:41:07,12.74,,
209,10/19/2022 18:44:07,12.44,,
210,10/19/2022 18:47:07,12.27,,
211,10/19/2022 18:50:07,12.01,,
212,10/19/2022 18:53:07,12.44,,
213,10/19/2022 18:56:07,12.22,,
214,10/19/2022 18:59:07,11.88,,
215,10/19/2022 19:02:07,11.45,,
216,10/19/2022 19:05:07,11.15,,
217,10/19/2022 19:08:07,10.55,,
218,10/19/2022 19:11:07,10.04,,
219,10/19/2022 19:14:07,9.99,,
220,10/19/2022 19:17:07,9.48,,
221,10/19/2022 19:20:07,9.65,,
222,10/19/2022 19:23:07,10.04,,
223,10/19/2022 19:26:07,10.25,,
224,10/19/2022 19:29:07,9.82,,
225,10/19/2022 19:32:07,9.22,,
226,10/19/2022 19:35:07,8.75,,
227,10/19/2022 19:38:07,8.32,,
228,10/19/2022 19:41:07,8.02,,
229,10/19/2022 19:44:07,7.89,,
230,10/19/2022 19:47:07,7.89,,
231,10/19/2022 19:50:07,8.02,,
232,10/19/2022 19:53:07,7.89,,
233,10/19/2022 19:56:07,7.63,,
234,10/19/2022 19:59:07,7.50,,
235,10/19/2022 20:02:07,7.46,,
236,10/19/2022 20:05:07,7.20,,
237,10/19/2022 20:08:07,6.73,,
238,10/19/2022 20:11:07,8.28,,
239,10/19/2022 20:14:07,8.41,,
240,10/19/2022 20:17:07,8.28,,
241,10/19/2022 20:20:07,8.79,,
242,10/19/2022 20:23:07,9.05,,
243,10/19/2022 20:26:07,7.85,,
244,10/19/2022 20:29:07,7.42,,
245,10/19/2022 20:32:07,6.99,,
246,10/19/2022 20:35:07,6.65,,
247,10/19/2022 20:38:07,7.29,,
248,10/19/2022 20:41:07,7.33,,
249,10/19/2022 20:44:07,7.08,,
250,10/19/2022 20:47:07,6.22,,
251,10/19/2022 20:50:07,6.39,,
252,10/19/2022 20:53:07,6.30,,
253,10/19/2022 20:56:07,6.09,,
254,10/19/2022 20:59:07,5.45,,
255,10/19/2022 21:02:07,5.23,,
256,10/19/2022 21:05:07,5.23,,
257,10/19/2022 21:08:07,5.66,,
258,10/19/2022 21:11:07,5.66,,
259,10/19/2022 21:14:07,5.10,,
260,10/19/2022 21:17:07,4.84,,
261,10/19/2022 21:20:07,4.97,,
262,10/19/2022 21:23:07,5.02,,
263,10/19/2022 21:26:07,4.80,,
264,10/19/2022 21:29:07,4.84,,
265,10/19/2022 21:32:07,4.89,,
266,10/19/2022 21:35:07,4.80,,
267,10/19/2022 21:38:07,4.72,,
268,10/19/2022 21:41:07,4.16,,
269,10/19/2022 21:44:07,3.94,,
270,10/19/2022 21:47:07,3.90,,
271,10/19/2022 21:50:07,3.39,,
272,10/19/2022 21:53:07,4.16,,
273,10/19/2022 21:56:07,3.69,,
274,10/19/2022 21:59:07,3.34,,
275,10/19/2022 22:02:07,3.86,,
276,10/19/2022 22:05:07,3.99,,
277,10/19/2022 22:08:07,3.99,,
278,10/19/2022 22:11:07,3.34,,
279,10/19/2022 22:14:07,3.34,,
280,10/19/2022 22:17:07,2.91,,
281,10/19/2022 22:20:07,2.44,,
282,10/19/2022 22:23:07,1.84,,
283,10/19/2022 22:26:07,2.01,,
284,10/19/2022 22:29:07,2.19,,
285,10/19/2022 22:32:07,1.67,,
286,10/19/2022 22:35:07,1.24,,
287,10/19/2022 22:38:07,1.20,,
288,10/19/2022 22:41:07,1.58,,
289,10/19/2022 22:44:07,2.70,,
290,10/19/2022 22:47:07,3.64,,
291,10/19/2022 22:50:07,3.21,,
292,10/19/2022 22:53:07,2.57,,
293,10/19/2022 22:56:07,1.97,,
294,10/19/2022 22:59:07,1.28,,
295,10/19/2022 23:02:07,1.07,,
296,10/19/2022 23:05:07,0.86,,
297,10/19/2022 23:08:07,0.60,,
298,10/19/2022 23:11:07,0.55,,
299,10/19/2022 23:14:07,0.64,,
300,10/19/2022 23:17:07,0.43,,
301,10/19/2022 23:20:07,0.13,,
302,10/19/2022 23:23:07,-0.22,,
303,10/19/2022 23:26:07,0.43,,
304,10/19/2022 23:29:07,0.25,,
305,10/19/2022 23:32:07,-0.09,,
306,10/19/2022 23:35:07,-0.43,,
307,10/19/2022 23:38:07,-0.77,,
308,10/19/2022 23:41:07,-0.69,,
309,10/19/2022 23:44:07,-0.35,,
310,10/19/2022 23:47:07,-0.82,,
311,10/19/2022 23:50:07,-0.90,,
312,10/19/2022 23:53:07,-1.16,,
313,10/19/2022 23:56:07,-1.12,,
314,10/19/2022 23:59:07,-1.33,,
315,10/20/2022 00:02:07,-1.42,,
316,10/20/2022 00:05:07,-1.33,,
317,10/20/2022 00:08:07,-1.42,,
318,10/20/2022 00:11:07,-1.59,,
319,10/20/2022 00:14:07,-1.76,,
320,10/20/2022 00:17:07,-1.16,,
321,10/20/2022 00:20:07,-1.42,,
322,10/20/2022 00:23:07,-1.63,,
323,10/20/2022 00:26:07,-2.02,,
324,10/20/2022 00:29:07,-2.02,,
325,10/20/2022 00:32:07,-1.85,,
326,10/20/2022 00:35:07,-1.68,,
327,10/20/2022 00:38:07,-1.98,,
328,10/20/2022 00:41:07,-2.15,,
329,10/20/2022 00:44:07,-2.45,,
330,10/20/2022 00:47:07,-2.23,,
331,10/20/2022 00:50:07,-1.98,,
332,10/20/2022 00:53:07,-2.19,,
333,10/20/2022 00:56:07,-2.36,,
334,10/20/2022 00:59:07,-2.41,,
335,10/20/2022 01:02:07,-2.23,,
336,10/20/2022 01:05:07,-2.06,,
337,10/20/2022 01:08:07,-2.45,,
338,10/20/2022 01:11:07,-2.75,,
339,10/20/2022 01:14:07,-2.58,,
340,10/20/2022 01:17:07,-2.71,,
341,10/20/2022 01:20:07,-2.62,,
342,10/20/2022 01:23:07,-2.96,,
343,10/20/2022 01:26:07,-3.48,,
344,10/20/2022 01:29:07,-3.43,,
345,10/20/2022 01:32:07,-3.43,,
346,10/20/2022 01:35:07,-3.35,,
347,10/20/2022 01:38:07,-3.26,,
348,10/20/2022 01:41:07,-3.26,,
349,10/20/2022 01:44:07,-3.22,,
350,10/20/2022 01:47:07,-3.09,,
351,10/20/2022 01:50:07,-3.22,,
352,10/20/2022 01:53:07,-3.26,,
353,10/20/2022 01:56:07,-3.48,,
354,10/20/2022 01:59:07,-3.74,,
355,10/20/2022 02:02:07,-3.26,,
356,10/20/2022 02:05:07,-2.62,,
357,10/20/2022 02:08:07,-2.53,,
358,10/20/2022 02:11:07,-2.58,,
359,10/20/2022 02:14:07,-2.79,,
360,10/20/2022 02:17:07,-3.22,,
361,10/20/2022 02:20:07,-3.26,,
362,10/20/2022 02:23:07,-3.09,,
363,10/20/2022 02:26:07,-2.96,,
364,10/20/2022 02:29:07,-3.09,,
365,10/20/2022 02:32:07,-3.31,,
366,10/20/2022 02:35:07,-3.65,,
367,10/20/2022 02:38:07,-4.21,,
368,10/20/2022 02:41:07,-4.72,,
369,10/20/2022 02:44:07,-4.55,,
370,10/20/2022 02:47:07,-4.46,,
371,10/20/2022 02:50:07,-4.81,,
372,10/20/2022 02:53:07,-4.68,,
373,10/20/2022 02:56:07,-3.78,,
374,10/20/2022 02:59:07,-3.65,,
375,10/20/2022 03:02:07,-4.04,,
376,10/20/2022 03:05:07,-4.16,,
377,10/20/2022 03:08:07,-4.46,,
378,10/20/2022 03:11:07,-4.59,,
379,10/20/2022 03:14:07,-4.21,,
380,10/20/2022 03:17:07,-4.29,,
381,10/20/2022 03:20:07,-4.64,,
382,10/20/2022 03:23:07,-4.76,,
383,10/20/2022 03:26:07,-4.72,,
384,10/20/2022 03:29:07,-4.76,,
385,10/20/2022 03:32:07,-4.76,,
386,10/20/2022 03:35:07,-4.76,,
387,10/20/2022 03:38:07,-4.72,,
388,10/20/2022 03:41:07,-4.85,,
389,10/20/2022 03:44:07,-4.76,,
390,10/20/2022 03:47:07,-4.81,,
391,10/20/2022 03:50:07,-4.89,,
392,10/20/2022 03:53:07,-4.76,,
393,10/20/2022 03:56:07,-4.76,,
394,10/20/2022 03:59:07,-5.11,,
395,10/20/2022 04:02:07,-5.37,,
396,10/20/2022 04:05:07,-5.45,,
397,10/20/2022 04:08:07,-5.28,,
398,10/20/2022 04:11:07,-5.15,,
399,10/20/2022 04:14:07,-5.11,,
400,10/20/2022 04:17:07,-5.24,,
401,10/20/2022 04:20:07,-5.58,,
402,10/20/2022 04:23:07,-5.62,,
403,10/20/2022 04:26:07,-5.58,,
404,10/20/2022 04:29:07,-5.67,,
405,10/20/2022 04:32:07,-5.67,,
406,10/20/2022 04:35:07,-5.15,,
407,10/20/2022 04:38:07,-5.41,,
408,10/20/2022 04:41:07,-5.67,,
409,10/20/2022 04:44:07,-5.67,,
410,10/20/2022 04:47:07,-5.92,,
411,10/20/2022 04:50:07,-5.97,,
412,10/20/2022 04:53:07,-6.05,,
413,10/20/2022 04:56:07,-6.01,,
414,10/20/2022 04:59:07,-6.14,,
415,10/20/2022 05:02:07,-6.18,,
416,10/20/2022 05:05:07,-6.05,,
417,10/20/2022 05:08:07,-6.18,,
418,10/20/2022 05:11:07,-6.48,,
419,10/20/2022 05:14:07,-6.39,,
420,10/20/2022 05:17:07,-6.78,,
421,10/20/2022 05:20:07,-6.78,,
422,10/20/2022 05:23:07,-6.31,,
423,10/20/2022 05:26:07,-6.09,,
424,10/20/2022 05:29:07,-6.01,,
425,10/20/2022 05:32:07,-6.09,,
426,10/20/2022 05:35:07,-6.22,,
427,10/20/2022 05:38:07,-6.27,,
428,10/20/2022 05:41:07,-6.18,,
429,10/20/2022 05:44:07,-6.48,,
430,10/20/2022 05:47:07,-6.61,,
431,10/20/2022 05:50:07,-6.48,,
432,10/20/2022 05:53:07,-6.52,,
433,10/20/2022 05:56:07,-6.61,,
434,10/20/2022 05:59:07,-6.65,,
435,10/20/2022 06:02:07,-6.82,,
436,10/20/2022 06:05:07,-7.21,,
437,10/20/2022 06:08:07,-7.55,,
438,10/20/2022 06:11:07,-7.38,,
439,10/20/2022 06:14:07,-7.00,,
440,10/20/2022 06:17:07,-7.25,,
441,10/20/2022 06:20:07,-7.25,,
442,10/20/2022 06:23:07,-7.17,,
443,10/20/2022 06:26:07,-7.17,,
444,10/20/2022 06:29:07,-7.00,,
445,10/20/2022 06:32:07,-7.08,,
446,10/20/2022 06:35:07,-7.34,,
447,10/20/2022 06:38:07,-7.42,,
448,10/20/2022 06:41:07,-7.30,,
449,10/20/2022 06:44:07,-7.47,,
450,10/20/2022 06:47:07,-7.72,,
451,10/20/2022 06:50:07,-7.68,,
452,10/20/2022 06:53:07,-7.77,,
453,10/20/2022 06:56:07,-7.47,,
454,10/20/2022 06:59:07,-7.47,,
455,10/20/2022 07:02:07,-7.47,,
456,10/20/2022 07:05:07,-7.77,,
457,10/20/2022 07:08:07,-7.98,,
458,10/20/2022 07:11:07,-7.81,,
459,10/20/2022 07:14:07,-7.90,,
460,10/20/2022 07:17:07,-7.85,,
461,10/20/2022 07:20:07,-7.85,,
462,10/20/2022 07:23:07,-7.77,,
463,10/20/2022 07:26:07,-7.90,,
464,10/20/2022 07:29:07,-8.07,,
465,10/20/2022 07:32:07,-8.03,,
466,10/20/2022 07:35:07,-7.21,,
467,10/20/2022 07:38:07,-6.70,,
468,10/20/2022 07:41:07,-6.44,,
469,10/20/2022 07:44:07,-5.84,,
470,10/20/2022 07:47:07,-5.49,,
471,10/20/2022 07:50:07,-4.98,,
472,10/20/2022 07:53:07,-4.42,,
473,10/20/2022 07:56:07,-3.65,,
474,10/20/2022 07:59:07,-3.65,,
475,10/20/2022 08:02:07,-3.48,,
476,10/20/2022 08:05:07,-3.48,,
477,10/20/2022 08:08:07,-3.52,,
478,10/20/2022 08:11:07,-3.39,,
479,10/20/2022 08:14:07,-3.09,,
480,10/20/2022 08:17:07,-3.09,,
481,10/20/2022 08:20:07,-2.49,,
482,10/20/2022 08:23:07,-1.80,,
483,10/20/2022 08:26:07,-1.38,,
484,10/20/2022 08:29:07,-0.99,,
485,10/20/2022 08:32:07,-0.65,,
486,10/20/2022 08:35:07,-0.05,,
487,10/20/2022 08:38:07,0.00,,
488,10/20/2022 08:41:07,0.08,,
489,10/20/2022 08:44:07,-0.26,,
490,10/20/2022 08:47:07,0.30,,
491,10/20/2022 08:50:07,0.81,,
492,10/20/2022 08:53:07,0.81,,
493,10/20/2022 08:56:07,1.67,,
494,10/20/2022 08:59:07,1.93,,
495,10/20/2022 09:02:07,2.44,,
496,10/20/2022 09:05:07,3.13,,
497,10/20/2022 09:08:07,3.47,,
498,10/20/2022 09:11:07,3.99,,
499,10/20/2022 09:14:07,4.33,,
500,10/20/2022 09:17:07,4.20,,
501,10/20/2022 09:20:07,4.42,,
502,10/20/2022 09:23:07,3.60,,
503,10/20/2022 09:26:07,4.24,,
504,10/20/2022 09:29:07,3.56,,
505,10/20/2022 09:32:07,4.16,,
506,10/20/2022 09:35:07,5.02,,
507,10/20/2022 09:38:07,5.53,,
508,10/20/2022 09:41:07,6.05,,
509,10/20/2022 09:44:07,5.53,,
510,10/20/2022 09:47:07,5.92,,
511,10/20/2022 09:50:07,6.26,,
512,10/20/2022 09:53:07,6.26,,
513,10/20/2022 09:56:07,6.48,,
514,10/20/2022 09:59:07,6.69,,
515,10/20/2022 10:02:07,6.73,,
516,10/20/2022 10:05:07,6.99,,
517,10/20/2022 10:08:07,7.98,,
518,10/20/2022 10:11:07,6.95,,
519,10/20/2022 10:14:07,7.89,,
520,10/20/2022 10:17:07,8.11,,
521,10/20/2022 10:20:07,8.71,,
522,10/20/2022 10:23:07,8.28,,
523,10/20/2022 10:26:07,8.62,,
524,10/20/2022 10:29:07,8.45,,
525,10/20/2022 10:32:07,8.45,,
526,10/20/2022 10:35:07,9.31,,
527,10/20/2022 10:38:07,9.31,,
528,10/20/2022 10:41:07,9.22,,
529,10/20/2022 10:44:07,8.66,,
530,10/20/2022 10:47:07,10.16,,
531,10/20/2022 10:50:07,11.49,,
532,10/20/2022 10:53:07,11.41,,
533,10/20/2022 10:56:07,11.62,,
534,10/20/2022 10:59:07,10.89,,
535,10/20/2022 11:02:07,12.05,,
536,10/20/2022 11:05:07,12.22,,
537,10/20/2022 11:08:07,11.45,,
538,10/20/2022 11:11:07,11.58,,
539,10/20/2022 11:14:07,12.87,,
540,10/20/2022 11:17:07,11.37,,
541,10/20/2022 11:20:07,13.00,,
542,10/20/2022 11:23:07,12.91,,
543,10/20/2022 11:26:07,12.74,,
544,10/20/2022 11:29:07,14.03,,
545,10/20/2022 11:32:07,13.38,,
546,10/20/2022 11:35:07,13.68,,
547,10/20/2022 11:38:07,14.41,,
548,10/20/2022 11:41:07,13.85,,
549,10/20/2022 11:44:07,14.54,,
550,10/20/2022 11:47:07,14.11,,
551,10/20/2022 11:50:07,15.18,,
552,10/20/2022 11:53:07,15.36,,
553,10/20/2022 11:56:07,15.53,,
554,10/20/2022 11:59:07,15.31,,
555,10/20/2022 12:02:07,14.88,,
556,10/20/2022 12:05:07,15.44,,
557,10/20/2022 12:08:07,15.57,,
558,10/20/2022 12:11:07,15.48,,
559,10/20/2022 12:14:07,16.26,,
560,10/20/2022 12:17:07,16.77,,
561,10/20/2022 12:20:07,16.30,,
562,10/20/2022 12:23:07,16.81,,
563,10/20/2022 12:26:07,17.03,,
564,10/20/2022 12:29:07,17.41,,
565,10/20/2022 12:32:07,16.94,,
566,10/20/2022 12:35:07,17.41,,
567,10/20/2022 12:38:07,17.07,,
568,10/20/2022 12:41:07,16.81,,
569,10/20/2022 12:44:07,17.03,,
570,10/20/2022 12:47:07,16.60,,
571,10/20/2022 12:50:07,18.32,,
572,10/20/2022 12:53:07,18.44,,
573,10/20/2022 12:56:07,18.44,,
574,10/20/2022 12:59:07,18.66,,
575,10/20/2022 13:02:07,19.09,,
576,10/20/2022 13:05:07,18.79,,
577,10/20/2022 13:08:07,18.36,,
578,10/20/2022 13:11:07,18.40,,
579,10/20/2022 13:14:07,18.02,,
580,10/20/2022 13:17:07,17.76,,
581,10/20/2022 13:20:07,18.32,,
582,10/20/2022 13:23:07,19.77,,
583,10/20/2022 13:26:07,19.22,,
584,10/20/2022 13:29:07,19.65,,
585,10/20/2022 13:32:07,18.96,,
586,10/20/2022 13:35:07,19.56,,
587,10/20/2022 13:38:07,19.86,,
588,10/20/2022 13:41:07,20.12,,
589,10/20/2022 13:44:07,20.55,,
590,10/20/2022 13:47:07,21.45,,
591,10/20/2022 13:50:07,21.92,,
592,10/20/2022 13:53:07,21.32,,
593,10/20/2022 13:56:07,20.85,,
594,10/20/2022 13:59:07,20.59,,
595,10/20/2022 14:02:07,20.89,,
596,10/20/2022 14:05:07,21.02,,
597,10/20/2022 14:08:07,20.85,,
598,10/20/2022 14:11:07,20.98,,
599,10/20/2022 14:14:07,20.98,,
600,10/20/2022 14:17:07,20.16,,
601,10/20/2022 14:20:07,19.43,,
602,10/20/2022 14:23:07,19.99,,
603,10/20/2022 14:26:07,20.63,,
604,10/20/2022 14:29:07,20.20,,
605,10/20/2022 14:32:07,20.55,,
606,10/20/2022 14:35:07,21.15,,
607,10/20/2022 14:38:07,21.66,,
608,10/20/2022 14:41:07,21.75,,
609,10/20/2022 14:44:07,21.79,,
610,10/20/2022 14:47:07,21.79,,
611,10/20/2022 14:50:07,20.89,,
612,10/20/2022 14:53:07,21.19,,
613,10/20/2022 14:56:07,20.85,,
614,10/20/2022 14:59:07,20.89,,
615,10/20/2022 15:02:07,21.40,,
616,10/20/2022 15:05:07,21.66,,
617,10/20/2022 15:08:07,21.58,,
618,10/20/2022 15:11:07,21.49,,
619,10/20/2022 15:14:07,21.45,,
620,10/20/2022 15:17:07,21.75,,
621,10/20/2022 15:20:07,20.03,,
622,10/20/2022 15:23:07,21.19,,
623,10/20/2022 15:26:07,20.42,,
624,10/20/2022 15:29:07,20.98,,
625,10/20/2022 15:32:07,21.49,,
626,10/20/2022 15:35:07,21.28,,
627,10/20/2022 15:38:07,21.79,,
628,10/20/2022 15:41:07,21.79,,
629,10/20/2022 15:44:07,21.75,,
630,10/20/2022 15:47:07,21.83,,
631,10/20/2022 15:50:07,22.05,,
632,10/20/2022 15:53:07,22.82,,
633,10/20/2022 15:56:07,22.31,,
634,10/20/2022 15:59:07,21.96,,
635,10/20/2022 16:02:07,21.70,,
636,10/20/2022 16:05:07,21.49,,
637,10/20/2022 16:08:07,21.53,,
638,10/20/2022 16:11:07,21.49,,
639,10/20/2022 16:14:07,20.98,,
640,10/20/2022 16:17:07,21.36,,
641,10/20/2022 16:20:07,21.40,,
642,10/20/2022 16:23:07,20.93,,
643,10/20/2022 16:26:07,21.02,,
644,10/20/2022 16:29:07,20.59,,
645,10/20/2022 16:32:07,20.68,,
646,10/20/2022 16:35:07,20.85,,
647,10/20/2022 16:38:07,20.76,,
648,10/20/2022 16:41:07,20.98,,
649,10/20/2022 16:44:07,20.80,,
650,10/20/2022 16:47:07,20.76,,
651,10/20/2022 16:50:07,20.80,,
652,10/20/2022 16:53:07,21.10,,
653,10/20/2022 16:56:07,20.76,,
